"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Elysium: Blood Games (Foil)","0","0","6","0","0.53","0.53","0.09","0.04","55.6","0.03","0.03","11","0.16","2016-01-14","430080"
"Elysium: Blood Games","0","0","6","0","0.35","0.35","0.06","0.04","33.3","0.03","0.03","224","0.16","2016-01-14","430080"
"Volvox (Foil)","0","0","9","0","109.12","109.12","12.12","0.43","96.5","1.30","1.38","1","0.78","2016-01-14","392600"
"Volvox","0","0","9","0","1.60","1.60","0.18","0.43","-138.9","1.30","1.38","14","0.78","2016-01-14","392600"
"Stop Online - Battle of Words (Foil)","0","0","5","0","8.28","8.28","1.66","0.06","96.4","0.10","0.03","6","0.21","2016-01-13","406310"
"Stop Online - Battle of Words","0","0","5","0","0.38","0.38","0.08","0.06","25.0","0.10","0.03","53","0.21","2016-01-13","406310"
"AIPD - Artificial Intelligence Police Department (Foil)","0","0","6","0","30.28","30.28","5.05","0.43","91.5","0.55","2.07","3","0.44","2016-01-13","390930"
"The fall of gods (Foil)","0","0","9","0","2.87","2.87","0.32","0.03","90.6","0.07","0.03","14","0.22","2016-01-13","424170"
"AIPD - Artificial Intelligence Police Department","0","0","6","0","1.01","1.01","0.17","0.43","-152.9","0.55","2.07","22","0.44","2016-01-13","390930"
"Energy Cycle (Foil)","0","0","5","0","0.51","0.51","0.10","0.05","50.0","0.03","0.03","30","0.16","2016-01-13","415960"
"Energy Cycle","0","0","5","0","0.31","0.31","0.06","0.05","16.7","0.03","0.03","473","0.16","2016-01-13","415960"
"The fall of gods","0","0","9","0","0.47","0.47","0.05","0.03","40.0","0.07","0.03","39","0.22","2016-01-13","424170"
"Forbidden Planet (Foil)","0","0","5","0","2.15","2.15","0.43","0.04","90.7","0.03","0.03","43","0.16","2016-01-13","434610"
"Forbidden Planet","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.03","0.03","1407","0.16","2016-01-13","434610"
"Kivi, Toilet and Shotgun (Foil)","0","0","5","0","0.44","0.44","0.09","0.04","55.6","0.03","0.03","181","0.16","2016-01-13","428950"
"Kivi, Toilet and Shotgun","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.03","0.03","221","0.16","2016-01-13","428950"
"Dexterity Ball 3D (Foil)","0","0","10","0","130.48","130.48","13.05","N/A","0.0","1.75","0.80","1","0.87","2016-01-13","403680"
"Resident Evil 0 (Foil)","0","0","6","0","9.31","9.31","1.55","0.13","91.6","0.06","0.06","20","0.23","2016-01-13","339340"
"Big Action Mega Fight! (Foil)","0","0","6","0","4.58","4.58","0.76","0.04","94.7","0.03","0.03","6","0.18","2016-01-13","357120"
"Dexterity Ball 3D","0","0","10","0","1.98","1.98","0.20","N/A","0.0","1.75","0.80","16","0.87","2016-01-13","403680"
"3DRPG (Foil)","0","0","8","0","0.96","0.96","0.12","0.14","-16.7","0.04","0.03","8","0.28","2016-01-13","431840"
"Resident Evil 0","0","0","6","0","0.56","0.56","0.09","0.13","-44.4","0.06","0.06","246","0.23","2016-01-13","339340"
"3DRPG","0","0","8","0","0.66","0.66","0.08","0.14","-75.0","0.04","0.03","34","0.28","2016-01-13","431840"
"Big Action Mega Fight!","0","0","6","0","0.40","0.40","0.07","0.04","42.9","0.03","0.03","48","0.18","2016-01-13","357120"
"Beyond Reality (Foil)","0","0","5","0","17.16","17.16","3.43","0.07","98.0","0.03","0.03","6","0.31","2016-01-12","428100"
"Dragon's Dogma: Dark Arisen (Foil)","0","0","8","0","2.77","2.77","0.35","0.03","91.4","0.05","0.06","83","0.21","2016-01-12","367500"
"Beyond Reality","0","0","5","0","0.58","0.58","0.12","0.07","41.7","0.03","0.03","28","0.31","2016-01-12","428100"
"Dragon's Dogma: Dark Arisen","0","0","8","0","0.45","0.45","0.06","0.03","50.0","0.05","0.06","923","0.21","2016-01-12","367500"
"Tharsis (Foil)","0","0","9","0","1.85","1.85","0.21","0.04","81.0","0.03","0.33","17","0.17","2016-01-12","323060"
"Tharsis","0","0","9","0","0.40","0.40","0.04","0.04","0.0","0.03","0.33","229","0.17","2016-01-12","323060"
"Force of Elements (Foil)","0","0","7","0","57.99","57.99","8.28","0.18","97.8","5.57","1.79","3","1.08","2016-01-12","368980"
"Force of Elements","0","0","7","0","2.20","2.20","0.31","0.18","41.9","5.57","1.79","11","1.08","2016-01-12","368980"
"Goblins and Grottos (Foil)","0","0","10","0","13.36","13.36","1.34","7.68","-473.1","0.21","0.08","3","0.35","2016-01-12","389190"
"Goblins and Grottos","0","0","10","0","0.83","0.83","0.08","7.68","-9,500.0","0.21","0.08","24","0.35","2016-01-12","389190"
"Fran Bow (Foil)","0","0","7","0","7.25","7.25","1.04","0.12","88.5","0.15","0.05","29","0.42","2016-01-11","362680"
"Fran Bow","0","0","7","0","0.81","0.81","0.12","0.12","0.0","0.15","0.05","216","0.42","2016-01-11","362680"
"AFTERSHOCK (Foil)","0","0","5","0","115.55","115.55","23.11","N/A","0.0","0.00","0.00","1","38.03","2016-01-11","432080"
"AFTERSHOCK","0","0","5","0","72.92","72.92","14.58","N/A","0.0","0.00","0.00","5","38.03","2016-01-11","432080"
"Futuridium EP Deluxe (Foil)","0","0","5","0","234.75","234.75","46.95","N/A","0.0","69.79","4.58","1","0.34","2016-01-11","352790"
"Futuridium EP Deluxe","0","0","5","0","0.67","0.67","0.13","N/A","0.0","69.79","4.58","12","0.34","2016-01-11","352790"
"ABO MANDO (Foil)","0","0","7","0","1.96","1.96","0.28","0.05","82.1","0.03","0.03","10","0.17","2016-01-10","429950"
"ABO MANDO","0","0","7","0","0.37","0.37","0.05","0.05","0.0","0.03","0.03","59","0.17","2016-01-10","429950"
"Sakura Santa (Foil)","0","0","6","0","23.50","23.50","3.92","0.16","95.9","0.05","0.47","9","0.34","2016-01-09","421700"
"Doors (Foil)","0","0","5","0","19.03","19.03","3.81","0.25","93.4","0.16","0.64","3","0.76","2016-01-09","395350"
"Doors","0","0","5","0","1.44","1.44","0.29","0.25","13.8","0.16","0.64","18","0.76","2016-01-09","395350"
"Sakura Santa","0","0","6","0","0.80","0.80","0.13","0.16","-23.1","0.05","0.47","84","0.34","2016-01-09","421700"
"Raining Blobs (Foil)","0","0","8","0","20.91","20.91","2.61","0.10","96.2","0.04","2.56","5","0.52","2016-01-09","414370"
"Raining Blobs","0","0","8","0","1.21","1.21","0.15","0.10","33.3","0.04","2.56","22","0.52","2016-01-09","414370"
"Highrise Heroes: Word Challenge (Foil)","0","0","11","0","5.17","5.17","0.47","0.03","93.6","0.06","0.03","7","0.21","2016-01-08","415670"
"Space Pilgrim Episode II: Epsilon Indi (Foil)","0","0","5","0","0.41","0.41","0.08","0.04","50.0","0.03","0.03","17","0.16","2016-01-08","431710"
"Space Pilgrim Episode II: Epsilon Indi","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.03","120","0.16","2016-01-08","431710"
"Highrise Heroes: Word Challenge","0","0","11","0","0.49","0.49","0.04","0.03","25.0","0.06","0.03","159","0.21","2016-01-08","415670"
"Trigonarium (Foil)","0","0","6","0","92.62","92.62","15.44","0.25","98.4","1.66","0.08","3","0.18","2016-01-08","394030"
"Trigonarium","0","0","6","0","0.41","0.41","0.07","0.25","-257.1","1.66","0.08","24","0.18","2016-01-08","394030"
"The Growth Journey (Foil)","0","0","5","0","0.57","0.57","0.11","0.05","54.5","0.03","0.03","12","0.18","2016-01-08","416610"
"The Growth Journey","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.03","0.03","78","0.18","2016-01-08","416610"
"Defragmented (Foil)","0","0","5","0","279.28","279.28","55.86","0.11","99.8","0.42","0.47","2","0.23","2016-01-08","426170"
"Defragmented","0","0","5","0","0.46","0.46","0.09","0.11","-22.2","0.42","0.47","18","0.23","2016-01-08","426170"
"Fairy Tale Mysteries: The Puppet Thief (Foil)","0","0","5","0","4.47","4.47","0.89","0.06","93.3","0.03","0.04","9","0.18","2016-01-07","429600"
"Fairy Tale Mysteries: The Puppet Thief","0","0","5","0","0.36","0.36","0.07","0.06","14.3","0.03","0.04","53","0.18","2016-01-07","429600"
"Suits: A Business RPG (Foil)","0","0","7","0","1.19","1.19","0.17","0.03","82.4","0.03","0.05","13","0.21","2016-01-06","410670"
"Suits: A Business RPG","0","0","7","0","0.39","0.39","0.06","0.03","50.0","0.03","0.05","106","0.21","2016-01-06","410670"
"Black Sails (Foil)","0","0","5","0","9.99","9.99","2.00","0.10","95.0","0.14","0.04","4","0.29","2016-01-06","373240"
"Black Sails","0","0","5","0","0.53","0.53","0.11","0.10","9.1","0.14","0.04","44","0.29","2016-01-06","373240"
"Fake Colours (Foil)","0","0","8","0","0.64","0.64","0.08","0.03","62.5","0.03","0.03","19","0.17","2016-01-06","334300"
"Fake Colours","0","0","8","0","0.37","0.37","0.05","0.03","40.0","0.03","0.03","869","0.17","2016-01-06","334300"
"Cardinal Quest 2 (Foil)","0","0","8","0","23.59","23.59","2.95","0.26","91.2","0.41","1.08","3","0.35","2016-01-05","378030"
"Door To Door (Foil)","0","0","6","0","1.23","1.23","0.20","0.04","80.0","0.10","0.03","8","0.18","2016-01-05","416200"
"Cardinal Quest 2","0","0","8","0","0.81","0.81","0.10","0.26","-160.0","0.41","1.08","24","0.35","2016-01-05","378030"
"Door To Door","0","0","6","0","0.42","0.42","0.07","0.04","42.9","0.10","0.03","42","0.18","2016-01-05","416200"
"Sora (Foil)","0","0","9","0","73.62","73.62","8.18","0.15","98.2","0.41","0.41","7","0.39","2016-01-05","390730"
"Sora","0","0","9","0","0.78","0.78","0.09","0.15","-66.7","0.41","0.41","37","0.39","2016-01-05","390730"
"Pool Nation FX (Foil)","0","0","6","0","11.53","11.53","1.92","0.14","92.7","0.17","0.16","6","0.31","2016-01-05","314000"
"Pool Nation FX","0","0","6","0","0.74","0.74","0.12","0.14","-16.7","0.17","0.16","37","0.31","2016-01-05","314000"
"A Wild Catgirl Appears! (Foil)","0","0","5","0","44.95","44.95","8.99","0.10","98.9","0.12","0.07","6","0.29","2016-01-05","429580"
"A Wild Catgirl Appears!","0","0","5","0","0.57","0.57","0.11","0.10","9.1","0.12","0.07","31","0.29","2016-01-05","429580"
"Manyland (Foil)","0","0","9","0","32.74","32.74","3.64","0.25","93.1","0.28","0.25","3","0.48","2016-01-04","342280"
"Cally's Caves 3 (Foil)","0","0","7","0","2.04","2.04","0.29","0.03","89.7","0.03","0.04","7","0.24","2016-01-04","418120"
"Manyland","0","0","9","0","0.95","0.95","0.11","0.25","-127.3","0.28","0.25","25","0.48","2016-01-04","342280"
"Cally's Caves 3","0","0","7","0","0.47","0.47","0.07","0.03","57.1","0.03","0.04","130","0.24","2016-01-04","418120"
"Linea, the Game (Foil)","0","0","5","0","0.90","0.90","0.18","0.05","72.2","0.05","0.03","13","0.18","2016-01-04","428900"
"Linea, the Game","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.05","0.03","98","0.18","2016-01-04","428900"
"Age of Steel: Recharge","0","0","7","0","0.40","0.40","0.06","0.03","50.0","0.03","0.03","125","0.21","2016-01-04","421060"
"Age of Steel: Recharge (Foil)","0","0","7","0","0.45","0.45","0.06","0.03","50.0","0.03","0.03","25","0.21","2016-01-04","421060"
"Lightbender (Foil)","0","0","9","0","134.90","134.90","14.99","0.32","97.9","2.10","1.10","2","2.04","2016-01-03","415990"
"Lightbender","0","0","9","0","4.19","4.19","0.47","0.32","31.9","2.10","1.10","13","2.04","2016-01-03","415990"
"Squirbs (Foil)","0","0","5","0","0.65","0.65","0.13","0.06","53.8","0.03","0.03","10","0.23","2016-01-02","429700"
"Squirbs","0","0","5","0","0.44","0.44","0.09","0.06","33.3","0.03","0.03","36","0.23","2016-01-02","429700"
"Space Pilgrim Episode I: Alpha Centauri (Foil)","0","0","5","0","0.73","0.73","0.15","0.04","73.3","0.03","0.03","21","0.16","2015-12-30","429470"
"Space Pilgrim Episode I: Alpha Centauri","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","567","0.16","2015-12-30","429470"
"The Architect (Foil)","0","0","5","0","10.30","10.30","2.06","0.14","93.2","0.08","0.49","5","0.21","2015-12-30","375420"
"The Architect","0","0","5","0","0.41","0.41","0.08","0.14","-75.0","0.08","0.49","24","0.21","2015-12-30","375420"
"The Consuming Shadow (Foil)","0","0","5","0","18.60","18.60","3.72","0.07","98.1","0.76","0.62","3","0.31","2015-12-30","403830"
"The Consuming Shadow","0","0","5","0","0.60","0.60","0.12","0.07","41.7","0.76","0.62","23","0.31","2015-12-30","403830"
"Dragonpath (Foil)","0","0","6","0","6.83","6.83","1.14","0.06","94.7","0.10","0.07","4","0.18","2015-12-29","425820"
"Kopanito All-Stars Soccer (Foil)","0","0","6","0","0.58","0.58","0.10","0.04","60.0","0.04","0.04","20","0.13","2015-12-29","399820"
"Dragonpath","0","0","6","0","0.43","0.43","0.07","0.06","14.3","0.10","0.07","29","0.18","2015-12-29","425820"
"Kopanito All-Stars Soccer","0","0","6","0","0.31","0.31","0.05","0.04","20.0","0.04","0.04","173","0.13","2015-12-29","399820"
"Dance of Death (Foil)","0","0","8","0","35.93","35.93","4.49","0.04","99.1","0.29","0.05","3","0.24","2015-12-29","430020"
"UnSummoning: the Spectral Horde (Foil)","0","0","5","0","12.02","12.02","2.40","0.13","94.6","0.59","0.05","3","0.39","2015-12-29","417060"
"Ultionus: A Tale of Petty Revenge (Foil)","0","0","5","0","4.94","4.94","0.99","0.08","91.9","0.08","0.22","3","0.26","2015-12-29","279160"
"Curvatron (Foil)","0","0","5","0","4.07","4.07","0.81","0.07","91.4","0.03","0.03","7","0.21","2015-12-29","404700"
"Kill The Plumber (Foil)","0","0","9","0","4.66","4.66","0.52","0.56","-7.7","0.30","0.28","3","1.22","2015-12-29","420070"
"Kill The Plumber","0","0","9","0","2.52","2.52","0.28","0.56","-100.0","0.30","0.28","16","1.22","2015-12-29","420070"
"Dale Hardshovel HD (Foil)","0","0","5","0","1.25","1.25","0.25","0.05","80.0","0.04","0.04","13","0.18","2015-12-29","370170"
"UnSummoning: the Spectral Horde","0","0","5","0","0.73","0.73","0.15","0.13","13.3","0.59","0.05","12","0.39","2015-12-29","417060"
"Gremlins, Inc. (Foil)","0","0","12","0","1.57","1.57","0.13","0.03","76.9","0.06","0.06","30","0.21","2015-12-29","369990"
"Ultionus: A Tale of Petty Revenge","0","0","5","0","0.48","0.48","0.10","0.08","20.0","0.08","0.22","31","0.26","2015-12-29","279160"
"Curvatron","0","0","5","0","0.40","0.40","0.08","0.07","12.5","0.03","0.03","43","0.21","2015-12-29","404700"
"Project Pulsation (Foil)","0","0","5","0","0.41","0.41","0.08","0.04","50.0","0.03","0.03","17","0.18","2015-12-29","424000"
"Dance of Death","0","0","8","0","0.57","0.57","0.07","0.04","42.9","0.29","0.05","61","0.24","2015-12-29","430020"
"Project Pulsation","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.03","0.03","83","0.18","2015-12-29","424000"
"Dale Hardshovel HD","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.04","0.04","55","0.18","2015-12-29","370170"
"Gremlins, Inc.","0","0","12","0","0.49","0.49","0.04","0.03","25.0","0.06","0.06","843","0.21","2015-12-29","369990"
"Good Robot (Foil)","0","0","5","0","8.05","8.05","1.61","0.05","96.9","0.05","0.03","5","0.21","2015-12-26","358830"
"Good Robot","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.05","0.03","53","0.21","2015-12-26","358830"
"Goodnight Butcher (Foil)","0","0","5","0","47.14","47.14","9.43","0.05","99.5","0.08","0.03","4","0.21","2015-12-24","426040"
"CortexGear:AngryDroids (Foil)","0","0","8","0","0.73","0.73","0.09","0.03","66.7","0.03","0.03","21","0.17","2015-12-24","375620"
"Goodnight Butcher","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.08","0.03","44","0.21","2015-12-24","426040"
"CortexGear:AngryDroids","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.03","0.03","160","0.17","2015-12-24","375620"
"FreezeME (Foil)","0","0","5","0","112.03","112.03","22.41","0.11","99.5","0.18","0.16","2","0.31","2015-12-24","390210"
"FreezeME","0","0","5","0","0.62","0.62","0.12","0.11","8.3","0.18","0.16","15","0.31","2015-12-24","390210"
"Umbra: Shadow of Death (Foil)","0","0","5","0","55.89","55.89","11.18","0.60","94.6","1.52","5.77","4","0.42","2015-12-24","421180"
"Umbra: Shadow of Death","0","0","5","0","0.81","0.81","0.16","0.60","-275.0","1.52","5.77","17","0.42","2015-12-24","421180"
"Hover Junkers (Foil)","0","0","5","0","3.82","3.82","0.76","0.09","88.2","0.08","0.10","13","0.26","2015-12-24","380220"
"12 Labours of Hercules IV: Mother Nature (Foil)","0","0","7","0","2.57","2.57","0.37","0.04","89.2","0.05","0.03","12","0.21","2015-12-24","396800"
"Hover Junkers","0","0","5","0","0.51","0.51","0.10","0.09","10.0","0.08","0.10","72","0.26","2015-12-24","380220"
"12 Labours of Hercules IV: Mother Nature","0","0","7","0","0.43","0.43","0.06","0.04","33.3","0.05","0.03","156","0.21","2015-12-24","396800"
"InfiniTrap Classic (Foil)","0","0","6","0","12.82","12.82","2.14","0.11","94.9","0.32","0.07","5","0.23","2015-12-24","412230"
"InfiniTrap Classic","0","0","6","0","0.51","0.51","0.09","0.11","-22.2","0.32","0.07","19","0.23","2015-12-24","412230"
"Kings of Israel (Foil)","0","0","8","0","29.95","29.95","3.74","0.36","90.4","0.10","0.90","3","0.49","2015-12-23","428460"
"Kings of Israel","0","0","8","0","1.09","1.09","0.14","0.36","-157.1","0.10","0.90","30","0.49","2015-12-23","428460"
"AGON - The Lost Sword of Toledo (Foil)","0","0","8","0","7.66","7.66","0.96","0.04","95.8","0.04","0.03","5","0.21","2015-12-23","410130"
"AGON - The Mysterious Codex (Trilogy) (Foil)","0","0","6","0","3.28","3.28","0.55","0.05","90.9","0.05","0.03","3","0.16","2015-12-23","410120"
"AGON - The Lost Sword of Toledo","0","0","8","0","0.45","0.45","0.06","0.04","33.3","0.04","0.03","88","0.21","2015-12-23","410130"
"AGON - The Mysterious Codex (Trilogy)","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.05","0.03","54","0.16","2015-12-23","410120"
"Mountain Crime: Requital (Foil)","0","0","6","0","14.27","14.27","2.38","0.06","97.5","0.03","0.04","8","0.16","2015-12-23","394680"
"Mountain Crime: Requital","0","0","6","0","0.38","0.38","0.06","0.06","0.0","0.03","0.04","73","0.16","2015-12-23","394680"
"Dragon Saga (Foil)","0","0","5","0","25.38","25.38","5.08","0.24","95.3","0.20","0.40","5","0.39","2015-12-22","381990"
"Dragon Saga","0","0","5","0","0.77","0.77","0.15","0.24","-60.0","0.20","0.40","78","0.39","2015-12-22","381990"
"PERFECT ANGLE: The puzzle game based on optical illusions (Foil)","0","0","7","0","3.23","3.23","0.46","0.05","89.1","0.06","0.06","8","0.17","2015-12-22","427780"
"Gnomes Garden","0","0","5","0","0.66","0.66","0.13","0.10","23.1","0.03","0.03","65","0.34","2015-12-22","415830"
"Gnomes Garden (Foil)","0","0","5","0","0.65","0.65","0.13","0.10","23.1","0.03","0.03","12","0.34","2015-12-22","415830"
"PERFECT ANGLE: The puzzle game based on optical illusions","0","0","7","0","0.37","0.37","0.05","0.05","0.0","0.06","0.06","132","0.17","2015-12-22","427780"
"Space Food Truck (Foil)","0","0","8","0","26.31","26.31","3.29","0.08","97.6","0.22","0.09","3","0.24","2015-12-22","397390"
"Space Food Truck","0","0","8","0","0.54","0.54","0.07","0.08","-14.3","0.22","0.09","44","0.24","2015-12-22","397390"
"Bloxitivity (Foil)","0","0","6","0","22.34","22.34","3.72","0.42","88.7","0.05","0.46","3","0.23","2015-12-22","236010"
"Citizens of Earth (Foil)","0","0","9","0","13.93","13.93","1.55","0.03","98.1","0.12","0.03","10","0.22","2015-12-22","258910"
"Bloxitivity","0","0","6","0","0.56","0.56","0.09","0.42","-366.7","0.05","0.46","27","0.23","2015-12-22","236010"
"Citizens of Earth","0","0","9","0","0.44","0.44","0.05","0.03","40.0","0.12","0.03","194","0.22","2015-12-22","258910"
"Aviary Attorney (Foil)","0","0","7","0","1.98","1.98","0.28","0.05","82.1","0.03","0.04","19","0.17","2015-12-21","384630"
"Gnumz: Masters of Defense (Foil)","0","0","8","0","1.24","1.24","0.16","0.03","81.3","0.05","0.03","11","0.17","2015-12-21","371460"
