"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Per Aspera (Foil)","0","0","7","0","35.97","35.97","5.14","38.33","-645.7","0.10","0.23","5","0.18","2020-12-24","803050"
"Shop Titans (Foil)","0","0","11","0","23.10","23.10","2.10","0.09","95.7","2.57","0.49","9","0.35","2020-12-24","1258080"
"Shop Titans","0","0","11","0","0.86","0.86","0.08","0.09","-12.5","2.57","0.49","197","0.35","2020-12-24","1258080"
"Per Aspera","0","0","7","0","0.53","0.53","0.07","38.33","-54,657.1","0.10","0.23","66","0.18","2020-12-24","803050"
"Booth (Foil)","0","0","9","0","117.41","117.41","13.05","0.14","98.9","0.28","0.42","2","0.28","2020-12-24","761350"
"Booth","0","0","9","0","0.72","0.72","0.08","0.14","-75.0","0.28","0.42","17","0.28","2020-12-24","761350"
"Sexena: Arena Tales (Foil)","0","0","6","0","180.72","180.72","30.12","0.36","98.8","0.22","1.83","3","0.37","2020-12-22","1337590"
"A Town Uncovered (Foil)","0","0","6","0","50.84","50.84","8.47","3.83","54.8","2.57","0.21","2","0.52","2020-12-22","1330190"
"A Town Uncovered","0","0","6","0","1.21","1.21","0.20","3.83","-1,815.0","2.57","0.21","22","0.52","2020-12-22","1330190"
"Sexena: Arena Tales","0","0","6","0","0.86","0.86","0.14","0.36","-157.1","0.22","1.83","31","0.37","2020-12-22","1337590"
"Eron (Foil)","0","0","6","0","0.71","0.71","0.12","0.04","66.7","0.03","0.03","16","0.16","2020-12-22","356880"
"Eron","0","0","6","0","0.36","0.36","0.06","0.04","33.3","0.03","0.03","114","0.16","2020-12-22","356880"
"Dungeon Lord 던전 로드 (Foil)","0","0","8","0","330.85","330.85","41.36","0.26","99.4","1.13","1.74","1","0.42","2020-12-22","1429670"
"重明鸟 Bright Bird (Foil)","0","0","16","0","201.76","201.76","12.61","0.16","98.7","0.20","12.36","1","0.77","2020-12-22","1007810"
"斩妖行 Eastern Exorcist (Foil)","0","0","16","0","192.23","192.23","12.01","0.10","99.2","0.49","0.93","3","0.42","2020-12-22","1120810"
"Dungeon Lord 던전 로드","0","0","8","0","0.94","0.94","0.12","0.26","-116.7","1.13","1.74","30","0.42","2020-12-22","1429670"
"重明鸟 Bright Bird","0","0","16","0","1.77","1.77","0.11","0.16","-45.5","0.20","12.36","19","0.77","2020-12-22","1007810"
"斩妖行 Eastern Exorcist","0","0","16","0","0.91","0.91","0.06","0.10","-66.7","0.49","0.93","62","0.42","2020-12-22","1120810"
"Spice&Wolf VR2 (Foil)","0","0","11","0","116.58","116.58","10.60","0.16","98.5","2.09","2.10","4","0.39","2020-12-21","1348700"
"Spice&Wolf VR2","0","0","11","0","0.97","0.97","0.09","0.16","-77.8","2.09","2.10","51","0.39","2020-12-21","1348700"
"Burned Land (Foil)","0","0","16","0","421.44","421.44","26.34","N/A","0.0","0.42","0.00","1","0.42","2020-12-21","833170"
"Burned Land","0","0","16","0","1.01","1.01","0.06","N/A","0.0","0.42","0.00","15","0.42","2020-12-21","833170"
"School of Dragons: How to Train Your Dragon (Foil)","0","0","8","0","58.97","58.97","7.37","0.22","97.0","2.77","2.21","3","0.52","2020-12-21","332070"
"School of Dragons: How to Train Your Dragon","0","0","8","0","1.17","1.17","0.15","0.22","-46.7","2.77","2.21","39","0.52","2020-12-21","332070"
"Crumble (Foil)","0","0","9","0","95.94","95.94","10.66","N/A","0.0","0.24","0.41","2","0.30","2020-12-19","1061180"
"Crumble","0","0","9","0","0.61","0.61","0.07","N/A","0.0","0.24","0.41","30","0.30","2020-12-19","1061180"
"Wattam (Foil)","0","0","6","0","345.00","345.00","57.50","0.37","99.4","0.27","1.02","1","0.37","2020-12-18","702680"
"Wattam","0","0","6","0","0.82","0.82","0.14","0.37","-164.3","0.27","1.02","46","0.37","2020-12-18","702680"
"Shady Part of Me (Foil)","0","0","7","0","140.93","140.93","20.13","1.19","94.1","0.06","0.26","2","0.26","2020-12-18","1116580"
"Shady Part of Me","0","0","7","0","0.71","0.71","0.10","1.19","-1,090.0","0.06","0.26","30","0.26","2020-12-18","1116580"
"Floor 13: Deep State (Foil)","0","0","6","0","164.82","164.82","27.47","0.25","99.1","2.90","3.03","1","0.52","2020-12-17","1263990"
"Floor 13: Deep State","0","0","6","0","1.18","1.18","0.20","0.25","-25.0","2.90","3.03","24","0.52","2020-12-17","1263990"
"风信楼 (Foil)","0","0","13","0","378.43","378.43","29.11","0.11","99.6","1.39","1.14","1","0.63","2020-12-17","1126310"
"风信楼","0","0","13","0","1.50","1.50","0.12","0.11","8.3","1.39","1.14","29","0.63","2020-12-17","1126310"
"ABYSS OF THE SACRIFICE (Foil)","0","0","8","0","136.56","136.56","17.07","N/A","0.0","3.47","1.46","2","0.39","2020-12-16","1442160"
"ABYSS OF THE SACRIFICE","0","0","8","0","1.23","1.23","0.15","N/A","0.0","3.47","1.46","19","0.39","2020-12-16","1442160"
"Red Embrace: Hollywood (Foil)","0","0","8","0","171.47","171.47","21.43","0.27","98.7","0.60","2.94","1","0.45","2020-12-15","904520"
"Red Embrace: Hollywood","0","0","8","0","1.06","1.06","0.13","0.27","-107.7","0.60","2.94","40","0.45","2020-12-15","904520"
"Cats Organized Neatly (Foil)","0","0","7","0","24.49","24.49","3.50","0.18","94.9","0.58","1.29","5","0.44","2020-12-15","1369340"
"Cats Organized Neatly","0","0","7","0","1.16","1.16","0.17","0.18","-5.9","0.58","1.29","57","0.44","2020-12-15","1369340"
"Tinker Racers (Foil)","0","0","6","0","29.22","29.22","4.87","N/A","0.0","1.03","2.97","3","0.21","2020-12-14","1234620"
"Tinker Racers","0","0","6","0","0.50","0.50","0.08","N/A","0.0","1.03","2.97","28","0.21","2020-12-14","1234620"
"Westmark Manor (Foil)","0","0","9","0","436.63","436.63","48.52","N/A","0.0","0.00","0.00","1","0.49","2020-12-14","1158970"
"HyperParasite (Foil)","0","0","16","0","268.23","268.23","16.76","0.09","99.5","0.36","11.92","1","0.35","2020-12-14","838110"
"Westmark Manor","0","0","9","0","1.29","1.29","0.14","N/A","0.0","0.00","0.00","18","0.49","2020-12-14","1158970"
"HyperParasite","0","0","16","0","0.85","0.85","0.05","0.09","-80.0","0.36","11.92","26","0.35","2020-12-14","838110"
"Clash Cup Turbo","0","0","6","0","3.31","3.31","0.55","0.94","-70.9","0.00","0.00","28","1.43","2020-12-13","393280"
"Tobari 2: Dream Ocean (Foil)","0","0","7","0","221.90","221.90","31.70","0.26","99.2","1.41","3.39","1","0.37","2020-12-12","1243530"
"Tobari 2: Dream Ocean","0","0","7","0","0.99","0.99","0.14","0.26","-85.7","1.41","3.39","30","0.37","2020-12-12","1243530"
"Fort Triumph (Foil)","0","0","8","0","19.25","19.25","2.41","0.05","97.9","0.25","1.69","6","0.21","2020-12-11","612570"
"Seek Girl:Fog Ⅰ (Foil)","0","0","6","0","5.87","5.87","0.98","0.08","91.8","0.09","0.41","15","0.29","2020-12-11","1263370"
"Seek Girl:Fog Ⅰ","0","0","6","0","0.64","0.64","0.11","0.08","27.3","0.09","0.41","176","0.29","2020-12-11","1263370"
"Fort Triumph","0","0","8","0","0.46","0.46","0.06","0.05","16.7","0.25","1.69","67","0.21","2020-12-11","612570"
"Medal of Honor™: Above and Beyond (Foil)","0","0","8","0","250.67","250.67","31.33","0.20","99.4","1.99","1.51","2","0.49","2020-12-11","1402320"
"Medal of Honor™: Above and Beyond","0","0","8","0","1.11","1.11","0.14","0.20","-42.9","1.99","1.51","44","0.49","2020-12-11","1402320"
"Dead Drop (Foil)","0","0","6","0","9.44","9.44","1.57","0.05","96.8","0.04","0.03","4","0.18","2020-12-10","587970"
"Dead Drop","0","0","6","0","0.40","0.40","0.07","0.05","28.6","0.04","0.03","39","0.18","2020-12-10","587970"
"Cyberpunk 2077 (Foil)","0","0","6","0","7.04","7.04","1.17","0.13","88.9","0.05","0.05","358","0.37","2020-12-10","1091500"
"Cyberpunk 2077","0","0","6","0","0.82","0.82","0.14","0.13","7.1","0.05","0.05","11292","0.37","2020-12-10","1091500"
"Freedom Fighter (Foil)","0","0","6","0","1.72","1.72","0.29","0.05","82.8","0.03","0.03","14","0.16","2020-12-08","514360"
"Freedom Fighter","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.03","0.03","1301","0.16","2020-12-08","514360"
"Drawn to Life: Two Realms (Foil)","0","0","6","0","144.90","144.90","24.15","0.16","99.3","0.41","0.23","1","0.60","2020-12-07","1378070"
"Driftland: The Magic Revival (Foil)","0","0","6","0","1.44","1.44","0.24","0.06","75.0","0.07","0.05","31","0.16","2020-12-07","718650"
"Drawn to Life: Two Realms","0","0","6","0","1.38","1.38","0.23","0.16","30.4","0.41","0.23","14","0.60","2020-12-07","1378070"
"Driftland: The Magic Revival","0","0","6","0","0.38","0.38","0.06","0.06","0.0","0.07","0.05","179","0.16","2020-12-07","718650"
"Shiren the Wanderer: The Tower of Fortune and the Dice of Fate (Foil)","0","0","9","0","97.27","97.27","10.81","0.14","98.7","0.59","0.32","3","0.35","2020-12-07","1178790"
"Shiren the Wanderer: The Tower of Fortune and the Dice of Fate","0","0","9","0","0.93","0.93","0.10","0.14","-40.0","0.59","0.32","55","0.35","2020-12-07","1178790"
"Arise: A Simple Story (Foil)","0","0","11","0","196.34","196.34","17.85","0.14","99.2","10.36","22.89","2","0.52","2020-12-03","866140"
"Arise: A Simple Story","0","0","11","0","1.29","1.29","0.12","0.14","-16.7","10.36","22.89","18","0.52","2020-12-03","866140"
"Strategic Mind: Spectre of Communism (Foil)","0","0","8","0","149.58","149.58","18.70","0.16","99.1","0.25","1.59","1","0.66","2020-12-02","1341170"
"Arcane Showdown (Foil)","0","0","16","0","251.76","251.76","15.73","0.09","99.4","0.15","1.01","1","0.56","2020-12-02","1157560"
"Strategic Mind: Spectre of Communism","0","0","8","0","1.53","1.53","0.19","0.16","15.8","0.25","1.59","25","0.66","2020-12-02","1341170"
"Arcane Showdown","0","0","16","0","1.31","1.31","0.08","0.09","-12.5","0.15","1.01","21","0.56","2020-12-02","1157560"
